-5	0.018 	0.0085 	-0.1655
-4	0.126 	0.0085 	-0.1688
-3	0.234 	0.0086 	-0.1720
-2	0.342 	0.0086 	-0.1751
-1	0.449 	0.0087 	-0.1780
0	0.557 	0.0088 	-0.1806
1	0.664 	0.0090 	-0.1829
2	0.771 	0.0092 	-0.1854
3	0.877 	0.0094 	-0.1877
4	0.983 	0.0097 	-0.1898
5	1.089 	0.0101 	-0.1917
6	1.194 	0.0105 	-0.1934
7	1.299 	0.0109 	-0.1948
8	1.403 	0.0114 	-0.1961
9	1.474 	0.0178 	-0.1900
10	1.558 	0.0207 	-0.1870
11	1.642 	0.0231 	-0.1839
