-4.00	 0.293	0.006955	-0.1854
-3.00	 0.399	0.007141	-0.1888
-2.00	 0.506	0.007338	-0.1921
-1.00	 0.612	0.007625	-0.1954
 0.00	 0.718	0.007885	-0.1986
 1.00	 0.824	0.008152	-0.2018
 2.00	 0.929	0.008472	-0.2048
 3.00	 1.034	0.008840	-0.2077
 4.00	 1.138	0.009237	-0.2106
 5.00	 1.242	0.009648	-0.2133
 6.00	 1.345	0.010085	-0.2159
 7.00	 1.447	0.010696	-0.2183
 8.00	 1.531	0.014640	-0.2167
