-4.00	 0.295	0.006423	-0.1860
-3.00	 0.402	0.006663	-0.1894
-2.00	 0.509	0.006900	-0.1928
-1.00	 0.615	0.007130	-0.1961
 0.00	 0.721	0.007370	-0.1994
 1.00	 0.827	0.007613	-0.2026
 2.00	 0.933	0.007874	-0.2057
 3.00	 1.038	0.008155	-0.2088
 4.00	 1.143	0.008477	-0.2117
 5.00	 1.247	0.008853	-0.2145
 6.00	 1.350	0.009355	-0.2171
 7.00	 1.450	0.010490	-0.2190
 8.00	 1.527	0.015622	-0.2160
