-4.00	 0.297	0.006194	-0.1865
-3.00	 0.404	0.006388	-0.1899
-2.00	 0.511	0.006601	-0.1933
-1.00	 0.617	0.006820	-0.1966
 0.00	 0.724	0.007048	-0.1999
 1.00	 0.830	0.007267	-0.2032
 2.00	 0.936	0.007509	-0.2063
 3.00	 1.041	0.007770	-0.2094
 4.00	 1.146	0.008070	-0.2124
 5.00	 1.250	0.008456	-0.2153
 6.00	 1.353	0.009053	-0.2177
 7.00	 1.442	0.012169	-0.2173
 8.00	 1.529	0.015733	-0.2163
